chr	start	end	CpG	0168_51-N	0168_51-X	0168_52-N	0168_52-X	0168_53-N	0168_53-X	0168_54-N	0168_54-X
1	71709966	71710077	11	25	16	27	0	NA	NA	NA	NA
1	72211995	72212370	38	61	0	89	0	48	0	90	0
1	72254558	72254772	10	24	0	NA	NA	NA	NA	NA	NA
1	72284041	72284110	4	NA	NA	NA	NA	21	0	NA	NA
1	72711255	72711382	13	NA	NA	38	0	42	0	NA	NA
1	72824013	72824190	7	NA	NA	23	0	NA	NA	NA	NA
1	72824669	72824875	30	82	0	134	0	110	1	86	0
1	72873821	72873965	11	NA	NA	NA	NA	NA	NA	34	0
1	73015731	73015969	8	NA	NA	NA	NA	NA	NA	24	6
1	73323900	73323975	6	NA	NA	NA	NA	21	19	NA	NA
1	73854025	73854107	6	24	16	NA	NA	NA	NA	NA	NA
1	73925020	73925348	9	28	27	NA	NA	21	20	NA	NA
1	74049600	74049745	9	24	24	26	25	NA	NA	20	19
1	74098483	74098639	14	27	0	NA	NA	55	0	47	0
1	74124499	74124780	20	NA	NA	71	0	26	0	49	0
1	74236422	74236617	27	43	1	92	0	54	1	80	0
1	74236810	74236897	13	24	0	60	0	25	0	48	0
1	74278686	74278825	6	NA	NA	NA	NA	NA	NA	20	20
1	74284939	74285107	11	NA	NA	43	0	NA	NA	NA	NA
1	74303760	74303913	11	42	0	22	0	NA	NA	24	0
1	74304078	74304247	12	NA	NA	41	0	29	1	NA	NA
1	74332484	74332562	9	NA	NA	NA	NA	NA	NA	35	0
1	74376866	74376998	6	NA	NA	NA	NA	NA	NA	22	16
1	74386827	74387086	11	28	1	26	0	21	2	36	0
1	74391438	74391662	24	52	0	62	0	74	0	89	0
1	74392003	74392057	11	22	0	NA	NA	NA	NA	33	0
1	74392205	74392270	6	20	0	21	0	NA	NA	NA	NA
1	74505558	74505948	24	63	0	38	0	25	1	46	0
1	74506313	74506519	19	37	1	62	1	49	2	NA	NA
1	74570514	74570604	5	NA	NA	20	19	NA	NA	NA	NA
1	74587796	74587846	8	NA	NA	24	0	NA	NA	NA	NA
1	74588268	74588534	16	41	0	38	0	NA	NA	30	0
1	74601188	74601374	13	51	0	NA	NA	47	0	26	0
1	74606479	74606555	6	NA	NA	24	24	NA	NA	NA	NA
1	74661859	74662014	11	NA	NA	33	0	NA	NA	34	0
1	74771908	74772153	21	43	0	41	0	NA	NA	47	0
1	74784343	74784529	21	49	6	22	0	38	0	36	5
1	74791992	74792100	9	NA	NA	25	0	NA	NA	25	0
1	74800573	74800667	11	24	0	NA	NA	NA	NA	32	0
1	74807050	74807092	5	25	0	NA	NA	NA	NA	NA	NA
1	74816983	74817141	15	37	0	39	0	36	1	25	0
1	74855028	74855219	20	49	0	50	2	38	0	NA	NA
1	74855510	74855796	29	52	0	61	0	29	0	66	0
1	74856113	74856167	8	24	0	NA	NA	NA	NA	NA	NA
1	74882067	74882238	16	NA	NA	36	1	NA	NA	48	0
1	74884617	74884795	14	NA	NA	27	0	35	0	28	0
1	74885142	74885303	10	NA	NA	26	0	23	0	28	0
1	74900625	74900684	7	NA	NA	33	0	NA	NA	NA	NA
1	74946485	74946693	14	37	37	35	35	23	22	33	32
1	74948138	74948361	17	33	0	53	0	NA	NA	NA	NA
1	74950464	74950564	7	NA	NA	20	0	NA	NA	30	0
1	74950728	74950935	17	NA	NA	42	0	NA	NA	NA	NA
1	74951049	74951189	7	20	0	NA	NA	NA	NA	NA	NA
1	74951395	74951754	36	44	1	108	0	45	0	108	0
1	75125009	75125085	9	26	0	NA	NA	NA	NA	NA	NA
1	75141718	75141806	12	31	1	33	0	NA	NA	42	0
1	75142591	75142889	35	113	0	75	0	67	0	128	0
1	75168688	75168850	13	NA	NA	38	1	29	0	NA	NA
1	75186677	75186898	9	NA	NA	24	24	31	31	NA	NA
1	75191717	75191808	16	45	0	28	0	43	0	NA	NA
1	75211250	75211509	9	NA	NA	31	0	NA	NA	NA	NA
1	75219631	75220019	25	39	0	58	0	68	0	52	0
1	75236468	75236649	16	74	0	38	0	43	0	34	0
1	75316730	75316791	5	NA	NA	20	0	NA	NA	NA	NA
1	75317207	75317457	12	41	0	NA	NA	NA	NA	NA	NA
1	75317872	75317960	7	NA	NA	NA	NA	NA	NA	21	0
1	75360328	75360573	21	36	0	80	1	NA	NA	21	0
1	75360850	75361098	16	43	5	NA	NA	NA	NA	24	0
1	75388112	75388162	7	NA	NA	NA	NA	NA	NA	21	0
1	75388640	75388826	10	46	5	NA	NA	NA	NA	NA	NA
1	75411290	75411371	7	24	23	NA	NA	24	24	NA	NA
1	75415117	75415212	5	24	22	NA	NA	NA	NA	NA	NA
1	75422438	75422510	6	NA	NA	NA	NA	NA	NA	20	1
1	75423049	75423098	10	NA	NA	20	0	NA	NA	30	0
1	75458474	75458606	15	22	0	32	0	31	0	41	1
1	75469704	75469793	6	NA	NA	27	27	33	31	NA	NA
1	75479127	75479294	14	44	0	NA	NA	39	0	NA	NA
1	75479508	75479825	16	36	1	NA	NA	31	0	30	0
1	75487152	75487455	16	57	1	24	0	25	0	34	0
1	75487457	75487760	20	55	0	NA	NA	74	1	33	0
1	75487966	75488028	8	NA	NA	NA	NA	NA	NA	28	0
1	75492700	75492994	10	NA	NA	NA	NA	25	1	NA	NA
1	75503855	75503921	5	28	4	NA	NA	NA	NA	NA	NA
1	75505612	75505933	24	80	0	38	0	102	0	41	0
1	75505937	75506257	27	53	0	26	1	74	0	26	0
1	75521449	75521489	5	NA	NA	NA	NA	NA	NA	24	0
1	75546417	75546696	15	53	0	33	0	NA	NA	21	0
1	75556786	75556964	11	38	38	NA	NA	NA	NA	NA	NA
1	77259811	77259907	5	21	21	NA	NA	NA	NA	NA	NA
1	77506859	77506935	5	NA	NA	NA	NA	20	0	NA	NA
1	77514411	77514598	13	31	1	26	1	24	0	21	0
1	77514977	77515060	7	22	0	NA	NA	21	0	NA	NA
1	77932480	77932648	6	21	16	22	18	NA	NA	NA	NA
1	78189601	78189767	22	118	0	25	0	50	0	31	1
1	78196353	78196685	12	NA	NA	NA	NA	NA	NA	35	1
1	78197183	78197208	4	20	0	NA	NA	NA	NA	NA	NA
1	78201383	78201521	8	NA	NA	NA	NA	NA	NA	38	0
1	78216609	78217081	49	162	0	115	0	97	0	61	1
1	78217261	78217520	23	49	0	31	0	37	1	47	1
1	78217584	78217792	15	50	0	24	0	51	0	23	0
1	78310192	78310277	9	NA	NA	24	0	NA	NA	NA	NA
1	78657766	78657966	26	64	0	48	0	49	0	135	1
1	78800262	78800345	5	NA	NA	31	30	NA	NA	NA	NA
1	79450366	79450726	9	21	0	NA	NA	NA	NA	NA	NA
1	79637127	79637358	6	22	17	NA	NA	NA	NA	NA	NA
1	79761488	79761958	40	46	0	125	0	115	1	76	0
1	79858202	79858541	29	32	2	74	0	69	0	59	0
1	79858706	79858832	13	NA	NA	NA	NA	61	1	21	0
1	80179401	80179551	9	32	12	20	8	NA	NA	20	12
1	80340288	80340652	53	143	2	95	1	103	0	109	0
1	81444267	81444546	11	NA	NA	24	9	24	1	NA	NA
1	82283279	82283508	13	25	1	NA	NA	NA	NA	21	0
1	82290385	82290479	10	38	0	58	0	NA	NA	48	0
1	82291658	82291850	18	33	1	24	0	NA	NA	70	0
1	82316765	82316807	5	28	0	NA	NA	NA	NA	NA	NA
1	82725116	82725215	9	26	1	NA	NA	23	1	NA	NA
1	82839375	82839565	16	29	0	NA	NA	NA	NA	47	0
1	82839697	82839948	20	28	0	50	0	NA	NA	31	0
1	82840082	82840246	20	59	0	41	0	60	0	33	0
1	82974510	82974633	6	NA	NA	27	19	NA	NA	NA	NA
1	83038400	83038533	7	26	1	NA	NA	NA	NA	NA	NA
1	83615361	83615520	7	26	16	NA	NA	NA	NA	NA	NA
1	84284327	84284623	27	94	0	40	0	43	0	87	0
1	84379464	84379523	5	28	28	38	37	38	36	53	48
1	84695594	84695916	23	42	1	53	0	NA	NA	29	0
1	84696145	84696301	12	29	0	NA	NA	27	0	21	1
1	84839101	84839154	7	NA	NA	24	0	NA	NA	NA	NA
1	84839819	84840039	15	48	0	30	0	45	0	31	0
1	84934972	84935047	9	NA	NA	27	1	NA	NA	NA	NA
1	85147594	85147613	4	52	47	40	39	24	22	NA	NA
1	85147912	85148004	4	30	25	NA	NA	NA	NA	NA	NA
1	85166892	85167034	4	25	13	25	21	44	29	41	19
1	85299686	85299810	6	NA	NA	NA	NA	29	26	NA	NA
1	85465287	85465381	5	46	22	42	23	NA	NA	25	8
1	85793710	85793784	17	NA	NA	67	0	35	0	33	0
1	85794407	85794674	13	NA	NA	NA	NA	25	0	58	1
1	85875583	85875637	6	NA	NA	NA	NA	23	23	NA	NA
1	85883295	85883357	5	NA	NA	NA	NA	22	22	NA	NA
1	85894475	85894549	11	42	0	NA	NA	31	0	NA	NA
1	86018092	86018246	7	NA	NA	21	1	NA	NA	NA	NA
1	86018351	86018490	13	29	1	67	0	36	1	20	0
1	86018633	86018702	8	28	1	NA	NA	NA	NA	NA	NA
1	86046027	86046121	13	25	0	25	0	39	0	26	1
1	86046225	86046341	23	65	0	NA	NA	40	0	37	0
1	86046496	86046636	11	37	0	27	0	27	1	20	0
1	86064570	86064893	18	59	0	NA	NA	NA	NA	25	0
1	86065058	86065141	7	28	0	NA	NA	NA	NA	NA	NA
1	86154670	86154922	15	31	0	49	1	24	0	36	1
1	86303535	86303935	27	52	0	70	0	57	0	77	0
1	86358893	86359096	22	39	1	28	0	NA	NA	51	0
1	86359648	86359822	22	32	0	75	0	43	0	54	0
1	86434557	86434815	23	NA	NA	23	0	59	0	59	0
1	86487505	86487666	23	63	3	84	0	34	0	24	0
1	86488232	86488325	6	NA	NA	20	0	NA	NA	NA	NA
1	86503927	86504411	28	53	0	94	0	NA	NA	76	1
1	86525020	86525325	16	41	0	29	0	20	0	51	1
1	86525895	86526029	13	36	0	34	0	NA	NA	NA	NA
1	86526409	86526494	12	24	0	NA	NA	NA	NA	47	0
1	86526826	86526998	17	65	0	34	0	35	0	37	0
1	86527095	86527349	18	46	1	50	1	24	0	37	0
1	86527509	86527761	23	76	0	50	0	NA	NA	37	0
1	86528135	86528566	31	43	1	58	0	58	0	60	0
1	86586975	86587124	7	21	0	NA	NA	NA	NA	NA	NA
1	86670194	86670631	29	79	0	67	0	62	2	88	1
1	86703781	86704007	22	26	0	57	1	23	0	38	0
1	86704199	86704283	6	NA	NA	NA	NA	NA	NA	23	0
1	87154380	87154470	17	58	0	NA	NA	NA	NA	NA	NA
1	87155839	87156337	44	66	0	33	0	86	0	51	1
1	87184794	87185087	8	NA	NA	24	0	NA	NA	NA	NA
1	87186575	87186656	9	NA	NA	NA	NA	NA	NA	36	0
1	87186961	87187014	11	NA	NA	NA	NA	21	0	45	0
1	87213775	87214162	29	75	0	58	1	82	0	49	1
1	87264342	87264667	26	54	0	86	2	NA	NA	55	0
1	87309631	87309721	5	NA	NA	NA	NA	20	11	NA	NA
1	87327088	87327338	17	49	1	NA	NA	42	0	57	0
1	87327457	87327502	7	28	0	NA	NA	NA	NA	NA	NA
1	87510004	87510378	40	97	0	95	0	108	1	52	0
1	87755835	87756001	14	50	0	28	0	NA	NA	20	1
1	87756184	87756266	13	37	0	NA	NA	NA	NA	51	0
1	87853293	87853755	53	109	0	105	0	73	0	110	0
1	88236693	88236723	3	NA	NA	NA	NA	20	18	NA	NA
1	88242655	88242699	3	24	22	21	16	NA	NA	NA	NA
1	88246858	88246905	3	NA	NA	NA	NA	NA	NA	24	16
1	88256443	88256544	4	31	24	25	20	30	23	30	16
1	88277315	88277660	35	165	0	258	0	133	0	181	0
1	88636180	88636351	4	NA	NA	NA	NA	NA	NA	22	14
1	88701596	88701953	43	63	0	93	1	71	0	93	1
1	88702090	88702362	26	85	0	40	0	50	1	46	1
1	89069989	89070062	7	NA	NA	36	0	30	0	NA	NA
1	89070259	89070500	21	69	0	59	0	NA	NA	48	0
1	89070576	89070764	15	NA	NA	NA	NA	24	0	34	0
1	89454755	89455127	36	54	0	105	1	39	0	63	0
1	89455378	89455669	38	100	0	55	0	86	1	31	0
1	89455681	89455976	17	40	2	30	0	32	0	28	0
1	89566363	89566664	9	22	22	22	21	NA	NA	NA	NA
1	89580165	89580454	35	76	0	83	0	89	2	71	0
1	89580589	89580692	11	25	1	21	0	36	1	NA	NA
1	89580933	89581025	13	38	0	24	0	NA	NA	NA	NA
1	89581523	89581747	28	57	0	65	2	90	3	45	0
1	89672244	89672380	6	NA	NA	NA	NA	22	22	NA	NA
1	89703469	89703561	6	NA	NA	NA	NA	23	23	NA	NA
1	89750969	89751074	10	26	25	34	33	29	29	36	35
1	89922852	89923067	12	22	0	20	0	20	0	31	0
1	89928771	89928988	13	36	0	NA	NA	NA	NA	NA	NA
1	89930269	89930582	25	51	0	56	0	48	0	46	0
1	89930852	89930924	9	25	0	41	0	NA	NA	NA	NA
1	89932615	89932799	7	NA	NA	20	0	NA	NA	NA	NA
1	89935562	89935714	7	21	0	NA	NA	NA	NA	NA	NA
1	89940054	89940361	9	22	0	20	0	NA	NA	NA	NA
1	89941626	89941651	6	23	0	NA	NA	NA	NA	NA	NA
1	90202234	90202424	10	NA	NA	28	0	NA	NA	22	8
1	90335094	90335129	6	NA	NA	23	22	NA	NA	NA	NA
1	90998571	90998663	11	33	0	45	0	NA	NA	33	0
1	90998768	90999141	38	74	0	107	0	83	0	61	0
1	91017332	91017494	8	NA	NA	20	0	NA	NA	NA	NA
1	91017683	91017771	6	NA	NA	NA	NA	NA	NA	23	3
1	91052979	91053129	9	NA	NA	33	0	20	0	NA	NA
1	91179883	91180096	21	52	0	57	0	44	0	30	1
1	91250343	91250495	19	42	0	48	0	NA	NA	23	1
1	91250623	91250708	15	29	0	NA	NA	NA	NA	47	0
1	91338606	91338699	8	NA	NA	NA	NA	NA	NA	21	19
1	91345022	91345407	25	41	0	54	0	46	0	102	1
1	91398923	91399045	8	NA	NA	NA	NA	35	0	24	0
1	91412682	91412830	18	NA	NA	54	0	NA	NA	54	0
1	91413112	91413186	5	23	0	NA	NA	NA	NA	NA	NA
1	91413334	91413413	8	NA	NA	24	0	NA	NA	NA	NA
1	91414240	91414326	7	NA	NA	NA	NA	NA	NA	24	0
1	91459502	91459653	19	37	0	21	0	60	0	22	0
1	91494723	91494791	16	48	0	62	0	NA	NA	47	0
1	91494963	91495174	20	74	0	72	0	NA	NA	31	1
1	91501230	91501320	6	NA	NA	NA	NA	NA	NA	30	29
1	91540853	91540983	16	44	0	46	0	30	0	30	0
1	91800892	91800954	6	NA	NA	22	0	NA	NA	NA	NA
1	91801359	91801417	6	NA	NA	22	0	NA	NA	24	1
1	91801557	91801760	25	59	1	58	0	32	0	35	0
1	91802133	91802220	9	28	0	NA	NA	NA	NA	NA	NA
1	92179634	92180123	46	71	0	103	0	109	0	86	1
1	92473599	92473843	27	85	0	57	0	59	0	63	1
1	92831211	92831303	7	27	0	NA	NA	NA	NA	NA	NA
1	92831448	92831767	37	45	0	52	0	84	1	72	0
1	92831907	92832184	28	44	0	74	0	50	0	50	0
1	92832379	92832493	10	NA	NA	29	0	22	1	21	0
1	92907363	92907630	22	39	0	40	0	58	1	43	0
1	92910757	92910999	22	38	0	43	1	27	0	39	0
1	92911057	92911293	37	69	0	162	0	106	0	99	0
1	92915106	92915210	8	NA	NA	30	28	NA	NA	NA	NA
1	92934293	92934375	5	23	0	NA	NA	NA	NA	NA	NA
1	92934735	92935006	26	40	0	45	0	20	0	55	1
1	92943789	92943871	6	NA	NA	20	18	NA	NA	NA	NA
1	93101714	93101901	9	46	0	NA	NA	NA	NA	NA	NA
1	93135300	93135424	7	21	21	NA	NA	20	18	NA	NA
1	93176788	93176930	14	21	0	22	0	41	0	26	2
1	93235820	93235984	22	75	0	67	1	115	1	76	1
1	93236192	93236348	14	47	0	26	0	24	0	NA	NA
1	93305574	93305856	14	NA	NA	73	0	NA	NA	30	0
1	93342621	93342699	10	38	0	NA	NA	NA	NA	68	0
1	93343154	93343229	6	NA	NA	NA	NA	NA	NA	22	0
1	93343446	93343860	25	70	0	62	0	53	0	79	0
1	93444984	93445153	11	33	0	26	0	29	0	NA	NA
1	93445269	93445570	29	47	0	87	0	47	0	52	0
1	93478227	93478294	6	23	0	NA	NA	NA	NA	NA	NA
1	93478432	93478619	15	NA	NA	46	0	25	0	NA	NA
1	93512173	93512334	15	NA	NA	47	1	27	0	58	0
1	93635461	93635622	17	43	0	21	0	67	0	29	0
1	93635740	93635804	5	23	0	NA	NA	NA	NA	NA	NA
1	93685499	93685574	6	28	0	NA	NA	NA	NA	NA	NA
1	93685693	93685877	24	48	0	47	0	47	0	24	1
1	93686252	93686393	14	45	5	58	0	23	1	NA	NA
1	93754240	93754349	7	20	0	NA	NA	29	0	NA	NA
1	93754715	93754843	18	67	0	25	0	41	0	25	0
1	93755033	93755120	12	NA	NA	45	0	57	0	25	0
1	93755223	93755296	9	NA	NA	27	0	27	0	NA	NA
1	93803660	93803742	8	26	1	NA	NA	NA	NA	NA	NA
1	95238522	95238567	5	20	20	35	34	NA	NA	25	24
1	95313821	95314104	24	66	0	38	0	51	0	36	0
1	95552069	95552142	5	NA	NA	NA	NA	NA	NA	23	4
1	96191457	96191495	4	26	23	NA	NA	NA	NA	NA	NA
1	96334053	96334173	7	NA	NA	NA	NA	26	23	NA	NA
1	96969207	96969265	9	NA	NA	NA	NA	NA	NA	44	39
1	97660895	97661018	14	NA	NA	31	0	43	0	43	0
1	97661222	97661457	50	89	0	194	2	153	2	194	0
1	97661865	97661952	13	NA	NA	NA	NA	48	0	60	0
1	97662069	97662185	15	40	0	40	0	39	0	NA	NA
1	97811877	97811923	4	NA	NA	20	19	NA	NA	NA	NA
1	97976998	97977149	23	44	1	46	0	60	1	NA	NA
1	98095371	98095599	24	61	0	53	2	30	0	87	2
1	98095733	98096091	19	56	0	43	0	23	1	46	0
1	99556985	99557078	7	30	26	27	14	NA	NA	NA	NA
1	100783673	100783816	11	25	24	NA	NA	NA	NA	44	42
1	103479466	103479688	10	25	22	NA	NA	31	27	30	26
1	104159007	104159268	11	NA	NA	25	23	35	29	34	30
1	104994250	104994332	6	NA	NA	24	1	NA	NA	NA	NA
1	105284387	105284575	6	NA	NA	NA	NA	22	0	NA	NA
1	105356294	105356739	28	73	0	52	1	46	0	59	0
1	105664125	105664313	15	21	0	42	0	35	1	25	0
1	105729469	105729558	7	25	20	NA	NA	NA	NA	NA	NA
1	105780724	105780761	8	NA	NA	24	0	NA	NA	NA	NA
1	105839469	105839527	6	NA	NA	24	16	NA	NA	24	16
1	105990158	105990307	9	33	0	NA	NA	NA	NA	NA	NA
1	105990457	105990720	28	54	0	61	0	62	0	94	0
1	105990812	105991016	12	NA	NA	34	0	20	0	NA	NA
1	105991500	105991738	16	27	0	30	0	27	0	58	0
1	105993915	105994037	18	35	0	41	0	52	0	32	1
1	106119435	106119499	5	NA	NA	NA	NA	NA	NA	21	21
1	106171878	106172154	38	109	0	110	2	70	1	60	0
1	106172171	106172436	31	105	0	46	0	48	0	41	0
1	106172543	106172625	10	NA	NA	24	0	31	0	23	0
1	106172784	106173274	54	91	1	137	0	117	0	165	3
1	106712635	106712846	11	NA	NA	NA	NA	29	0	NA	NA
1	106759210	106759693	25	103	1	82	0	30	0	56	0
1	106796283	106796563	22	34	0	NA	NA	33	0	68	0
1	107526971	107527047	6	NA	NA	NA	NA	NA	NA	25	20
1	109035301	109035393	5	NA	NA	NA	NA	NA	NA	25	21
1	109349558	109349741	9	20	11	33	22	31	16	NA	NA
1	111460832	111461008	7	NA	NA	NA	NA	30	25	NA	NA
1	111581304	111581383	7	NA	NA	NA	NA	NA	NA	23	20
1	111864709	111864940	27	98	0	42	1	31	0	56	0
1	112564346	112564400	6	NA	NA	NA	NA	NA	NA	23	23
1	114809026	114809114	8	NA	NA	NA	NA	24	22	NA	NA
1	117106615	117106721	7	26	26	NA	NA	NA	NA	NA	NA
1	117434211	117434352	12	40	38	58	57	43	43	58	57
1	118097497	118097520	6	23	21	NA	NA	NA	NA	NA	NA
1	118114851	118115017	6	NA	NA	28	22	NA	NA	NA	NA
1	118311097	118311206	15	27	1	70	0	NA	NA	NA	NA
1	118329418	118329517	5	NA	NA	NA	NA	NA	NA	20	19
1	118388902	118389050	12	NA	NA	NA	NA	33	0	NA	NA
1	118389541	118389763	13	29	0	28	0	NA	NA	33	0
1	118628178	118628281	9	20	0	23	0	26	0	NA	NA
1	119052321	119052359	6	NA	NA	NA	NA	34	0	NA	NA
1	119052848	119053021	11	20	0	35	0	NA	NA	NA	NA
1	119053585	119053677	12	36	0	NA	NA	NA	NA	NA	NA
1	119054140	119054380	19	46	0	50	0	39	1	23	0
1	119184029	119184141	7	NA	NA	NA	NA	NA	NA	23	22
1	119255555	119255643	7	21	21	NA	NA	NA	NA	NA	NA
1	119420322	119420364	6	NA	NA	NA	NA	NA	NA	28	0
1	119420679	119421145	57	134	1	166	0	67	0	134	1
1	119421256	119421318	12	NA	NA	24	0	24	0	36	0
1	119421492	119421661	14	55	0	36	0	24	1	30	0
1	119422007	119422091	8	NA	NA	24	0	NA	NA	NA	NA
1	119422315	119422362	8	28	0	NA	NA	NA	NA	NA	NA
1	119504925	119504985	7	NA	NA	25	0	NA	NA	20	0
1	119525826	119526092	28	45	0	101	0	46	0	49	1
1	119648406	119648699	31	71	3	55	0	44	0	66	0
1	119648792	119649047	22	33	0	52	1	84	0	26	0
1	119836813	119836905	11	33	1	NA	NA	29	0	NA	NA
1	120007591	120007676	6	NA	NA	NA	NA	25	0	NA	NA
1	120073680	120074004	16	24	0	44	0	36	0	26	0
1	120120782	120120984	14	24	0	35	1	25	0	27	0
1	120160165	120160321	5	NA	NA	NA	NA	22	20	NA	NA
1	120169941	120170059	6	NA	NA	22	22	NA	NA	NA	NA
1	120265241	120265332	9	NA	NA	45	0	NA	NA	NA	NA
1	120340530	120340982	38	62	0	74	0	101	0	59	0
1	120340991	120341449	36	23	0	91	0	79	1	69	1
1	120596572	120596656	7	NA	NA	24	0	NA	NA	NA	NA
1	120602120	120602409	22	73	1	NA	NA	21	0	64	1
1	120603080	120603172	12	36	0	40	0	NA	NA	24	0
1	120603805	120603989	13	50	2	NA	NA	NA	NA	20	0
1	120614431	120614460	7	NA	NA	28	0	NA	NA	NA	NA
1	121097331	121097431	7	NA	NA	NA	NA	23	0	NA	NA
1	121178071	121178357	20	73	0	37	0	26	2	51	0
1	121327724	121327844	13	21	0	20	0	52	0	21	0
1	121431427	121431807	20	29	0	43	0	54	0	33	0
1	122086563	122086648	6	27	27	NA	NA	NA	NA	NA	NA
1	125435238	125435505	21	43	0	28	0	40	0	55	0
1	125435752	125435790	10	NA	NA	30	0	20	0	NA	NA
1	125560495	125560694	14	NA	NA	NA	NA	44	0	52	1
1	125560853	125561290	24	30	0	52	0	NA	NA	45	0
1	125911990	125912205	13	NA	NA	27	2	29	0	NA	NA
1	126492747	126492888	9	26	0	NA	NA	NA	NA	47	0
1	126997483	126997656	7	25	3	NA	NA	NA	NA	NA	NA
1	126997770	126997851	5	NA	NA	21	1	NA	NA	NA	NA
1	127205001	127205066	6	27	0	24	0	NA	NA	NA	NA
1	127397410	127397517	7	26	20	25	25	NA	NA	NA	NA
1	127677533	127677608	14	36	0	NA	NA	NA	NA	NA	NA
1	127677812	127677904	10	22	0	NA	NA	30	0	NA	NA
1	127774105	127774166	7	21	0	NA	NA	NA	NA	26	0
1	127774472	127774666	15	NA	NA	35	0	43	0	39	0
1	128103417	128103634	21	58	0	NA	NA	76	0	77	1
1	128244220	128244496	28	70	0	72	0	48	0	49	0
1	128244649	128244718	7	30	0	NA	NA	NA	NA	25	0
1	128359545	128359689	23	44	0	95	0	20	0	47	0
1	128591166	128591306	10	NA	NA	NA	NA	NA	NA	21	0
1	129090749	129090844	10	40	34	NA	NA	NA	NA	NA	NA
1	129273318	129273488	12	20	0	20	0	46	0	NA	NA
1	129273685	129273862	9	NA	NA	NA	NA	NA	NA	24	0
1	129436894	129436933	4	29	28	NA	NA	NA	NA	NA	NA
1	130462469	130462631	15	NA	NA	NA	NA	37	1	37	0
1	130601192	130601264	8	NA	NA	NA	NA	24	24	NA	NA
1	130717444	130717537	11	33	0	NA	NA	NA	NA	NA	NA
1	130878270	130878529	22	22	0	43	0	NA	NA	68	0
1	131096810	131096901	12	NA	NA	48	0	NA	NA	NA	NA
1	131097532	131097577	9	22	0	22	0	NA	NA	25	0
1	131129596	131129833	13	33	33	NA	NA	33	33	26	25
1	131137902	131138196	40	75	0	66	0	123	0	39	1
1	131153170	131153289	7	21	0	21	0	NA	NA	NA	NA
1	131244663	131244824	14	32	0	NA	NA	NA	NA	43	0
1	131244965	131245259	39	83	0	93	0	97	0	96	1
1	131245375	131245495	7	NA	NA	NA	NA	25	0	NA	NA
1	131269191	131269269	6	26	15	NA	NA	NA	NA	20	9
1	131526338	131526470	12	NA	NA	NA	NA	43	0	NA	NA
1	131526901	131527249	32	89	0	108	0	65	1	57	1
1	131527366	131527632	7	22	0	NA	NA	NA	NA	NA	NA
1	131528059	131528139	11	21	0	21	0	35	0	NA	NA
1	131573875	131574049	6	NA	NA	NA	NA	28	27	NA	NA
1	131867821	131868082	10	34	2	NA	NA	NA	NA	27	0
1	131910984	131911199	18	29	1	54	1	23	0	45	0
1	131963072	131963496	35	109	0	88	0	101	1	45	1
1	131963663	131963746	8	NA	NA	NA	NA	25	1	NA	NA
1	131977948	131977975	5	NA	NA	NA	NA	20	20	NA	NA
1	132007736	132007918	29	73	0	43	0	NA	NA	46	0
1	132008156	132008411	23	59	0	62	0	49	0	64	0
1	132068059	132068115	7	NA	NA	NA	NA	NA	NA	24	2
1	132139495	132139546	9	NA	NA	NA	NA	NA	NA	37	0
1	132190209	132190249	8	31	0	NA	NA	21	0	NA	NA
1	132190697	132190842	22	57	0	57	0	44	0	NA	NA
1	132191400	132191581	10	NA	NA	34	0	NA	NA	NA	NA
1	132229204	132229335	9	NA	NA	NA	NA	24	9	28	18
1	132298517	132298678	11	21	0	NA	NA	51	2	33	1
1	132298934	132299191	31	78	0	30	1	93	1	77	0
1	132316302	132316395	9	NA	NA	NA	NA	27	0	NA	NA
1	132331365	132331750	16	48	47	27	27	20	19	31	31
1	132360630	132360680	6	NA	NA	NA	NA	24	10	NA	NA
1	132391007	132391083	7	NA	NA	NA	NA	24	0	NA	NA
1	132391755	132391881	12	30	0	33	0	NA	NA	26	0
1	132417436	132417563	10	34	0	33	0	20	0	NA	NA
1	132477394	132477450	8	NA	NA	NA	NA	NA	NA	25	0
1	132516943	132517083	8	NA	NA	NA	NA	22	21	NA	NA
1	132518712	132518797	6	23	19	NA	NA	NA	NA	NA	NA
1	132741727	132741807	10	NA	NA	NA	NA	28	0	49	0
1	132880315	132880448	21	93	0	73	1	20	0	50	0
1	132880638	132881123	35	115	0	54	0	84	0	63	0
1	132937210	132937404	7	NA	NA	NA	NA	NA	NA	20	17
1	132938918	132938964	6	NA	NA	28	0	NA	NA	NA	NA
1	133046456	133046620	22	70	0	39	0	22	0	48	0
1	133067155	133067228	6	NA	NA	23	17	NA	NA	NA	NA
1	133131313	133131416	13	NA	NA	22	0	47	0	45	0
1	133131528	133131699	18	55	0	NA	NA	34	0	72	0
1	133131807	133131867	9	NA	NA	34	0	NA	NA	27	0
1	133164032	133164299	20	32	0	49	0	29	0	55	0
1	133363520	133363590	10	NA	NA	30	0	29	0	NA	NA
1	133363900	133364032	15	28	0	39	2	45	0	51	0
1	133383593	133383778	9	23	23	NA	NA	NA	NA	NA	NA
1	133424159	133424330	14	NA	NA	24	0	41	0	42	0
1	133661140	133661443	12	48	1	28	0	NA	NA	NA	NA
1	134040929	134041016	5	NA	NA	NA	NA	23	21	NA	NA
